Code	D_code	ast	usedate	Valid	WHO	Code_w	d_code_w	Prim	Headline	Text	Tehty	ic9_cm	icd9_cm2	Text_2	SSKParentDgKods	SSKGrupa	Vai ieklaut	Teh pievienosana	Upper level idx	Laiks
Y90.2										Alkohola limenis asinis 40-59 mg/100 ml					Y90	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y90.3										Alkohola limenis asinis 60-79 mg/100 ml					Y90	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y90.4										Alkohola limenis asinis 80-99 mg/100 ml					Y90	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y90.5										Alkohola limenis asinis 100-119 mg/100 ml					Y90	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y90.6										Alkohola limenis asinis 120-199 mg/100 ml					Y90	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y90.7										Alkohola limenis asinis 200-239 mg/100 ml					Y90	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y90.8										Alkohola limenis asinis 240 mg/100 ml vai vairak					Y90	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y90.9										Alkohola klatbutne, neprecizejot limeni asinis					Y90	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y91										Alkohola klatbutnes pieradisana, nosakot intoksikacijas pakapi					NULL	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y91.0										Viegla alkohola intoksikacija					Y91	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y91.1										Videja alkohola intoksikacija					Y91	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y91.2										Smaga alkohola intoksikacija					Y91	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y91.3										Loti smaga alkohola intoksikacija					Y91	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y91.9										Alkohola klatbutne, citadi neprecizeta					Y91	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y95										Nozokomiali faktori					NULL	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y96										Ar darbu saistiti faktori					NULL	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y97										Ar vides piesarnojumu saistiti faktori					NULL	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y98										Ar dzivesveidu saistiti faktori					NULL	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Z00										Vispareja veselibas parbaude un izmeklesana personam bez sudzibam vai noteiktas diagnozes					NULL	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z00.0										Vispareja veselibas parbaude					Z00	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z00.1										Berna veselibas rutinizmeklesana					Z00	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z00.2										Parbaude berna straujas augsanas perioda					Z00	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z00.3										Parbaude pusaudza vecuma					Z00	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z00.4										Citur neklasificeta vispareja psihiatriska parbaude					Z00	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z00.5										Potenciala audu vai organa donora veselibas parbaude					Z00	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z00.6										Normalas salidzinajuma un kontroles grupas parbaude klinisku petijumu programmas ietvaros					Z00	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z00.8										Cita veida vispareja veselibas  parbaude					Z00	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z01										Cita veida speciala veselibas parbaude un izmeklesana personam  bez sudzibam vai noteiktas diagnozes					NULL	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z01.0										Acu un redzes parbaude					Z01	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z01.1										Ausu un dzirdes parbaude					Z01	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z01.2										Stomatologiska parbaude					Z01	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z01.3										Asinsspiediena parbaude					Z01	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z01.4										Ginekologiska izmeklesana (vispareja) (parasta)					Z01	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z01.5										Diagnostiskas adas raudzes					Z01	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z01.6										Citur neklasificeta radiologiska izmeklesana					Z01	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z01.7										Laboratoriska parbaude					Z01	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z01.8										Citas precizetas specialas parbaudes					Z01	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z01.9										Neprecizetas specialas parbaudes					Z01	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z02										Administrativos nolukos veikta veselibas parbaude un izmeklesana					NULL	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z02.0										Parbaude pirms iestasanas macibu iestade					Z02	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z02.1										Parbaude pirms stasanas darba					Z02	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z02.2										Parbaude pirms ievietosanas specialas institucijas					Z02	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z02.3										Armija iesaucamo veselibas parbaude					Z02	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z02.4										Parbaude autovaditaja tiesibu iegusanai					Z02	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z02.5										Parbaude pirms sporta nodarbibam					Z02	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z02.6										Apdrosinasanas nolukos veikta veselibas parbaude					Z02	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z02.7										Mediciniskas izzinas sniegsana					Z02	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z02.8										Citas administrativos nolukos veiktas veselibas parbaudes					Z02	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z02.9										Neprecizeta administrativos nolukos veikta veselibas parbaude					Z02	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z03										Mediciniska noverosana un parbaude iespejamas slimibas vai cita stavokla del					NULL	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X		
Z03.0										Izmeklesana iespejamas tuberkulozes del					Z03	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z03.1										Izmeklesana iespejama laundabiga audzeja del					Z03	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z03.2										Izmeklesana iespejamu psihisku un uzvedibas traucejumu del					Z03	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z03.3										Izmeklesana iespejamu nervu sistemas traucejumu del					Z03	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z03.4										Izmeklesana iespejama miokarda infarkta del					Z03	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z03.5										Izmeklesana citu iespejamu sirds un asinsvadu slimibu del					Z03	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z03.6										Izmeklesana iespejamas toksiskas vielas lietosanas del					Z03	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z03.7										Izmeklesana iespejamas seksuali transmisivas slimibas del					Z03	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z03.8										Izmeklesana citu iespejamu slimibu un stavoklu del					Z03	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z03.9										Izmeklesana neprecizetu iespejamu slimibu vai stavoklu del					Z03	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z04										Parbaude un noverosana citu iemeslu del					NULL	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z04.0										Alkohola un medikamentu noteiksana asinis					Z04	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z04.1										Parbaude un apskate pec transporta negadijuma					Z04	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z04.2										Parbaude un apskate pec nelaimes gadijuma darba					Z04	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z04.3										Parbaude un apskate pec cita nelaimes gadijuma					Z04	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z04.4										Parbaude un apskate pec pazinojuma par pavesanu vai izvarosanu					Z04	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z04.5										Parbaude un apskate pec cita nodarita ievainojuma					Z04	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z04.6										Vispareja psihiatriska parbaude pec varas iestazu pieprasijuma					Z04	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z04.8										Parbaudes un apskates citos konkretos gadijumos					Z04	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z04.9										Neprecizeta iemesla del izdarita parbaude un apskate					Z04	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z08										Regulara parbaude pec laundabiga audzeja arstesanas					NULL	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X		
Z08.0										Regulara parbaude pec laundabiga audzeja operacijas					Z08	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z08.1										Regulara parbaude pec laundabiga audzeja radioterapijas					Z08	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z08.2										Regulara parbaude pec laundabiga audzeja kimijterapijas					Z08	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z08.7										Regulara parbaude pec kombinetas laundabiga audzeja arstesanas					Z08	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z08.8										Regulara parbaude pec cita veida laundabiga audzeja arstesanas					Z08	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z08.9										Regulara parbaude pec neprecizetas laundabiga audzeja arstesanas					Z08	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z09										Regulara parbaude pec citu stavoklu arstesanas, neieskaitot laundabigos audzejus					NULL	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X		
Z09.0										Regulara parbaude pec citas kirurgiskas operacijas					Z09	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z09.1										Regulara parbaude pec citu stavoklu radioterapijas					Z09	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z09.2										Regulara parbaude pec citu stavoklu kimijterapijas					Z09	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z09.3										Regulara parbaude pec psihoterapijas					Z09	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z09.4										Regulara parbaude pec luzuma arstesanas					Z09	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z09.7										Regulara parbaude pec citu stavoklu kombinetas arstesanas					Z09	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z09.8										Regulara parbaude pec cita veida citu stavoklu arstesanas					Z09	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z09.9										Regulara parbaude pec neprecizetas citu stavoklu arstesanas					Z09	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del	x	X	x	
Z10										Noteiktas iedzivotaju grupas  parasta vispareja veselibas parbaude					NULL	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z10.0										Arodveselibas parbaude					Z10	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z10.1										Ipasu instituciju iemitnieku parasta vispariga veselibas parbaude					Z10	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z10.2										Parasta vispariga armija dienejoso veselibas parbaude					Z10	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z10.3										Parasta vispariga sporta komandu veselibas parbaude					Z10	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z10.8										Parasta vispariga veselibas parbaude citam noteiktam iedzivotaju grupam					Z10	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z11										Infekcijas un parazitaru slimibu speciali skriningizmeklejumi					NULL	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z11.0										Zarnu infekcijas slimibu speciali skriningizmeklejumi					Z11	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z11.1										Elposanas organu tuberkulozes speciali skriningizmeklejumi					Z11	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z11.2										Citu bakterialo slimibu speciali skriningizmeklejumi					Z11	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z11.3										Galvenokart seksuali transmisivu infekciju speciali skriningizmeklejumi					Z11	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z11.4										Humana imundeficita virusa [HIV] speciali skriningizmeklejumi					Z11	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z11.5										Citu virusslimibu speciali skriningizmeklejumi					Z11	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z11.6										Citu viensunu izraisitu slimibu un helmintozu speciali skriningizmeklejumi					Z11	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z11.8										Citu infekcijas un parazitaru slimibu speciali skriningizmeklejumi					Z11	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z11.9										Neprecizeti infekcijas un parazitaru slimibu speciali skriningizmeklejumi					Z11	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z12										Audzeju speciali skriningizmeklejumi					NULL	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z12.0										Kunga audzeju speciali skriningizmeklejumi					Z12	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z12.1										Zarnu trakta audzeju speciali skriningizmeklejumi					Z12	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
Z12.2										Elposanas organu audzeju speciali skriningizmeklejumi					Z12	Veselibas aprupes iestades apmeklejums parbaudes vai izmeklesanas del				
