KOD;TEXT;HÄNDELSE
Y1718;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-institutionellt boende-andra aktiviteter;0
Y1719;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-institutionellt boende-ospec aktiviteter;0
Y1720;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-skola, offentlig lokal-idrott;0
Y1721;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-skola, offentlig lokal-lek,fritid;0
Y1722;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-skola, offentlig lokal-förvärvsarbete;0
Y1723;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-skola, offentlig lokal-annan sysselsättning;0
Y1724;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-skola, offentlig lokal-vitalaktivitet;0
Y1728;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-skola, offentlig lokal-andra aktiviteter;0
Y1729;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter;0
Y1730;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-idrottsanläggning-idrott;0
Y1731;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-idrottsanläggning-lek,fritid;0
Y1732;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-idrottsanläggning-förvärvsarbete;0
Y1733;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-idrottsanläggning-annan sysselsättning;0
Y1734;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-idrottsanläggning-vitalaktivitet;0
Y1738;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-idrottsanläggning-andra aktiviteter;0
Y1739;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-idrottsanläggning-ospec aktiviteter;0
Y1740;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-gata-idrott;0
Y1741;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-gata-lek,fritid;0
Y1742;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-gata-förvärvsarbete;0
Y1743;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-gata-annan sysselsättning;0
Y1744;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-gata-vitalaktivitet;0
Y1748;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-gata-andra aktiviteter;0
Y1749;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-gata-ospec aktiviteter;0
Y1750;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-serviceområde-idrott;0
Y1751;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-serviceområde-lek,fritid;0
Y1752;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-serviceområde-förvärvsarbete;0
Y1753;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-serviceområde-annan sysselsättning;0
Y1754;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-serviceområde-vitalaktivitet;0
Y1758;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-serviceområde-andra aktiviteter;0
Y1759;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-serviceområde-ospec aktiviteter;0
Y1760;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-industriområde-idrott;0
Y1761;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-industriområde-lek,fritid;0
Y1762;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-industriområde-förvärvsarbete;0
Y1763;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-industriområde-annan sysselsättning;0
Y1764;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-industriområde-vitalaktivitet;0
Y1768;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-industriområde-andra aktiviteter;0
Y1769;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-industriområde-ospec aktiviteter;0
Y1770;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-lantbruksområde-idrott;0
Y1771;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-lantbruksområde-lek,fritid;0
Y1772;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-lantbruksområde-förvärvsarbete;0
Y1773;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-lantbruksområde-annan sysselsättning;0
Y1774;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-lantbruksområde-vitalaktivitet;0
Y1778;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-lantbruksområde-andra aktiviteter;0
Y1779;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-lantbruksområde-ospec aktiviteter;0
Y1780;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-andra områden-idrott;0
Y1781;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-andra områden-lek,fritid;0
Y1782;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-andra områden-förvärvsarbete;0
Y1783;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-andra områden-annan sysselsättning;0
Y1784;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-andra områden-vitalaktivitet;0
Y1788;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-andra områden-andra aktiviteter;0
Y1789;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-andra områden-ospec aktiviteter;0
Y1790;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-ospec område-idrott;0
Y1791;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-ospec område-lek,fritid;0
Y1792;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-ospec område-förvärvsarbete;0
Y1793;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-ospec område-annan sysselsättning;0
Y1794;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-ospec område-vitalaktivitet;0
Y1798;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-ospec område-andra aktiviteter;0
Y1799;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-ospec område-ospec aktiviteter;0
Y1800;Förgiftning med och exponering för pesticider, med oklar avsikt-bostad-idrott;0
Y1801;Förgiftning med och exponering för pesticider, med oklar avsikt-bostad-lek,fritid;0
Y1802;Förgiftning med och exponering för pesticider, med oklar avsikt-bostad-förvärvsarbete;0
Y1803;Förgiftning med och exponering för pesticider, med oklar avsikt-bostad-annan sysselsättning;0
Y1804;Förgiftning med och exponering för pesticider, med oklar avsikt-bostad-vitalaktivitet;0
Y1808;Förgiftning med och exponering för pesticider, med oklar avsikt-bostad-andra aktiviteter;0
Y1809;Förgiftning med och exponering för pesticider, med oklar avsikt-bostad-ospec aktiviteter;0
Y1810;Förgiftning med och exponering för pesticider, med oklar avsikt-institutionellt boende-idrott;0
Y1811;Förgiftning med och exponering för pesticider, med oklar avsikt-institutionellt boende-lek,fritid;0
Y1812;Förgiftning med och exponering för pesticider, med oklar avsikt-institutionellt boende-förvärvsarbete;0
Y1813;Förgiftning med och exponering för pesticider, med oklar avsikt-institutionellt boende-annan sysselsättning;0
Y1814;Förgiftning med och exponering för pesticider, med oklar avsikt-institutionellt boende-vitalaktivitet;0
Y1818;Förgiftning med och exponering för pesticider, med oklar avsikt-institutionellt boende-andra aktiviteter;0
Y1819;Förgiftning med och exponering för pesticider, med oklar avsikt-institutionellt boende-ospec aktiviteter;0
Y1820;Förgiftning med och exponering för pesticider, med oklar avsikt-skola, offentlig lokal-idrott;0
Y1821;Förgiftning med och exponering för pesticider, med oklar avsikt-skola, offentlig lokal-lek,fritid;0
Y1822;Förgiftning med och exponering för pesticider, med oklar avsikt-skola, offentlig lokal-förvärvsarbete;0
Y1823;Förgiftning med och exponering för pesticider, med oklar avsikt-skola, offentlig lokal-annan sysselsättning;0
Y1824;Förgiftning med och exponering för pesticider, med oklar avsikt-skola, offentlig lokal-vitalaktivitet;0
Y1828;Förgiftning med och exponering för pesticider, med oklar avsikt-skola, offentlig lokal-andra aktiviteter;0
Y1829;Förgiftning med och exponering för pesticider, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter;0
Y1830;Förgiftning med och exponering för pesticider, med oklar avsikt-idrottsanläggning-idrott;0
Y1831;Förgiftning med och exponering för pesticider, med oklar avsikt-idrottsanläggning-lek,fritid;0
Y1832;Förgiftning med och exponering för pesticider, med oklar avsikt-idrottsanläggning-förvärvsarbete;0
Y1833;Förgiftning med och exponering för pesticider, med oklar avsikt-idrottsanläggning-annan sysselsättning;0
Y1834;Förgiftning med och exponering för pesticider, med oklar avsikt-idrottsanläggning-vitalaktivitet;0
Y1838;Förgiftning med och exponering för pesticider, med oklar avsikt-idrottsanläggning-andra aktiviteter;0
Y1839;Förgiftning med och exponering för pesticider, med oklar avsikt-idrottsanläggning-ospec aktiviteter;0
Y1840;Förgiftning med och exponering för pesticider, med oklar avsikt-gata-idrott;0
Y1841;Förgiftning med och exponering för pesticider, med oklar avsikt-gata-lek,fritid;0
Y1842;Förgiftning med och exponering för pesticider, med oklar avsikt-gata-förvärvsarbete;0
Y1843;Förgiftning med och exponering för pesticider, med oklar avsikt-gata-annan sysselsättning;0
Y1844;Förgiftning med och exponering för pesticider, med oklar avsikt-gata-vitalaktivitet;0
Y1848;Förgiftning med och exponering för pesticider, med oklar avsikt-gata-andra aktiviteter;0
Y1849;Förgiftning med och exponering för pesticider, med oklar avsikt-gata-ospec aktiviteter;0
Y1850;Förgiftning med och exponering för pesticider, med oklar avsikt-serviceområde-idrott;0
Y1851;Förgiftning med och exponering för pesticider, med oklar avsikt-serviceområde-lek,fritid;0
Y1852;Förgiftning med och exponering för pesticider, med oklar avsikt-serviceområde-förvärvsarbete;0
Y1853;Förgiftning med och exponering för pesticider, med oklar avsikt-serviceområde-annan sysselsättning;0
Y1854;Förgiftning med och exponering för pesticider, med oklar avsikt-serviceområde-vitalaktivitet;0
Y1858;Förgiftning med och exponering för pesticider, med oklar avsikt-serviceområde-andra aktiviteter;0
Y1859;Förgiftning med och exponering för pesticider, med oklar avsikt-serviceområde-ospec aktiviteter;0
Y1860;Förgiftning med och exponering för pesticider, med oklar avsikt-industriområde-idrott;0
Y1861;Förgiftning med och exponering för pesticider, med oklar avsikt-industriområde-lek,fritid;0
Y1862;Förgiftning med och exponering för pesticider, med oklar avsikt-industriområde-förvärvsarbete;0
Y1863;Förgiftning med och exponering för pesticider, med oklar avsikt-industriområde-annan sysselsättning;0
Y1864;Förgiftning med och exponering för pesticider, med oklar avsikt-industriområde-vitalaktivitet;0
Y1868;Förgiftning med och exponering för pesticider, med oklar avsikt-industriområde-andra aktiviteter;0
Y1869;Förgiftning med och exponering för pesticider, med oklar avsikt-industriområde-ospec aktiviteter;0
Y1870;Förgiftning med och exponering för pesticider, med oklar avsikt-lantbruksområde-idrott;0
Y1871;Förgiftning med och exponering för pesticider, med oklar avsikt-lantbruksområde-lek,fritid;0
Y1872;Förgiftning med och exponering för pesticider, med oklar avsikt-lantbruksområde-förvärvsarbete;0
Y1873;Förgiftning med och exponering för pesticider, med oklar avsikt-lantbruksområde-annan sysselsättning;0
Y1874;Förgiftning med och exponering för pesticider, med oklar avsikt-lantbruksområde-vitalaktivitet;0
Y1878;Förgiftning med och exponering för pesticider, med oklar avsikt-lantbruksområde-andra aktiviteter;0
Y1879;Förgiftning med och exponering för pesticider, med oklar avsikt-lantbruksområde-ospec aktiviteter;0
