"D";"Klassifikation af sygdomme"
"DZ310A";"Tuboplastik efter tidligere sterilisation"
"DZ310B";"Vasoplastik efter tidligere sterilisation"
"DZ316";"Behov for almen rådgivn. og vejl. vedr fertilitet/infert."
"DZ32";"Graviditetsundersøgelse"
"DZ320";"Graviditet, (endnu) ikke bekræftet"
"DZ321";"Bekræftet graviditet"
"DZ3211";"Bekræftet graviditet med et foster"
"DZ321A";"Bekræftet graviditet ved u-hCG"
"DZ321B";"Bekræftet graviditet ved s-hCG"
"DZ321C";"Bekræftet levende intrauterin graviditet ved ultralyd"
"DZ321E";"Bekræftet graviditet ved oplægning af optøede embryoner"
"DZ321F";"Bekræftet graviditet ved mikroinsemination"
"DZ321G";"Bekræftet graviditet ved IUI"
"DZ321H";"Bekræftet graviditet ved IVF"
"DZ321J";"Bekræftet spontan graviditet"
"DZ321K";"Bekræftet graviditet ved TESE"
"DZ322";"Undersøgelse forud for provokeret abort"
"DZ323";"Graviditet som tilfældigt fund"
"DZ324";"Uønsket graviditet"
"DZ33";"Henvisning til fødsel (henvisningsdiagnose)"
"DZ338";"Planlagt fødsel)"
"DZ34";"Svangrekontrol, normal graviditet"
"DZ340";"Svangrekontrol af 1. gangs fødende, normal graviditet"
"DZ348";"Svangrekontrol af flergangs fødende, normal graviditet"
"DZ349";"Svangrekontrol uden specifikation, normal graviditet"
"DZ35";"Kontrol af højrisiko graviditet"
"DZ350";"Kontrol af graviditet efter tidligere infertilitet"
"DZ351";"Svangrekontrol på grund af tidligere abort"
"DZ352";"Svangrekontrol p g a tidligere peri/neonatalt dødsfald"
"DZ353";"Svangrekontrol, hvor omsorg hidtil har været insufficient"
"DZ354";"Svangrekontrol hos mangegangsfødende kvinde"
"DZ355";"Svangrekontrol af ældre førstegangsfødende"
"DZ356";"Svangrekontrol af meget ung førstegangsfødende"
"DZ357";"Svangrekontrol på grund af sociale problemer"
"DZ358";"Kontrol af anden højrisikograviditet"
"DZ358A";"Kontrol af højrisikograviditet, tidligere IUGR"
"DZ358B";"Kontrol af højrisikograviditet, tidligere præterm fødsel"
"DZ358C";"Kontrol af højrisikograviditet, tidligere misdannet barn"
"DZ358D";"Kontrol af højrisikograviditet, tidl. kompliceret fødsel"
"DZ358D1";"Kontrol af højrisikograviditet, tidl. Sphincterruptur"
"DZ358E";"Kontrol af højrisikograviditet, tidligere kejsersnit"
"DZ358F";"Kontrol af højrisikograviditet, IVF-graviditet"
"DZ358H";"Kontrol af højrisikograviditet, efter hormonstimulation"
"DZ358J";"Kontr. af højrisikograviditet, mærket mindre liv end vanligt"
"DZ358K";"Kontrol af højrisikograviditet, efter ægdonation"
"DZ358L";"Kontrol af højrisikograviditet, faldtraume"
"DZ359";"Kontrol af høj-risiko graviditet uden specifikation"
"DZ36";"Prænatal screening"
"DZ360";"Prænatal screening for kromosomale abnormiteter"
"DZ361";"Prænatal screening for forhøjet alfaføtoprotein"
"DZ362";"Prænatal screening baseret på amniocentese, anden"
"DZ363";"Prænatal screening for medf misdan ved ultralyd o a"
"DZ364";"Prænatal screening for intrauterin væksthæm ved ul o a"
"DZ365";"Prænatal screening for autoimmunisation"
"DZ368";"Prænatal screening, anden"
"DZ369";"Prænatal screening uden specifikation"
"DZ37";"Resultat af fødsel"
"DZ370";"Eet levendefødt barn"
"DZ371";"Eet dødfødt barn"
"DZ372";"Tvillinger, begge levendefødte"
"DZ373";"Tvillinger, een levendefødt, den anden dødfødt"
"DZ374";"Tvillinger, begge dødfødte"
"DZ375";"Flerfødsler, andre - alle levendefødte"
"DZ376";"Flerfødsler, andre - nogle af børnene levendefødte"
"DZ377";"Flerfødsler, andre - alle børn dødfødte"
"DZ379";"Resultat af fødsel uden specifikation"
"DZ38";"Levendefødt barn efter fødested"
"DZ380";"Eet levendefødt barn, født på sygehus"
"DZ381";"Eet levendefødt barn, født uden for sygehus"
"DZ381A";"Eet levendefødt barn, født på vej"
"DZ382";"Eet levendefødt barn, ikke specificeret mht. fødested"
"DZ383";"Tvilling, født på sygehus"
"DZ384";"Tvilling, født uden for sygehus"
"DZ384A";"Tvilling, født på vej"
"DZ385";"Tvilling, ikke specificeret mht. til fødested"
"DZ386";"Levendefødt ved anden flerfødsel, født på sygehus"
"DZ387";"Levendefødt ved anden flerfødsel, født uden for sygehus"
"DZ387A";"Levendefødt ved anden flerfødsel, født på vej"
"DZ388";"Levendefødt ved anden flerfødsel, ikke spec. mht. fødested"
"DZ39";"Barselpleje"
"DZ390";"Pleje og undersøgelse straks efter fødsel"
"DZ391";"Omsorg i forb m etablering af amning el ammeproblemer"
"DZ391A";"Amning, undervisning i"
"DZ391B";"Problemer i forbindelse med amning"
"DZ392";"Rutine-efterundersøgelse efter fødsel"
"DZ40";"Kontakt med forebyggende indgreb"
"DZ400";"Kontakt med forebyggende indgreb relateret til malign sygdom"
"DZ400A";"Kontakt m forebygg. indgreb på andet organ ved malign sygdom"
"DZ400B";"Kontakt m. indgreb på andet organ som beh. ved malign sygdom"
"DZ408";"Kontakt med forebyggende indgreb, andet"
"DZ408A";"Kontakt m indgreb på organ ved risiko for udvikling af sygd"
"DZ41";"Foranstaltninger, formål der ikke direkte forbedrer helbred"
"DZ412";"Rutine og rituel omskæring"
"DZ412A";"Rutine omskæring"
"DZ412B";"Rituel omskæring"
"DZ418";"Foranstaltninger uden direkte behandlingsformål, andre"
"DZ418A";"Uønsket hårvækst"
"DZ419";"Foranstaltn m formål, der ikke dir forbedrer helbred u spec"
"DZ42";"Efterbehandling m anvendelse af plastikkirurgi"
"DZ420";"Efterbehandling m plastikkirurgi på hoved og hals"
"DZ421";"Efterbehandling m plastikkirurgi på bryst"
"DZ422";"Efterbehandling m plastikkirurgi på andre dele af krop"
"DZ423";"Efterbehandling m plastikkirurgi på overekstremitet"
"DZ424";"Efterbehandling m plastikkirurgi på underekstremitet"
"DZ428";"Efterbehandling m plastikkirurgi på anden legemsdel"
"DZ429";"Efterbehandling m plastikkirurgi uden specifikation"
"DZ47";"Anden ortopædisk efterbehandling"
"DZ470";"Efterbehandling i forb m fjernelse af intern fiksation"
"DZ478";"Ortopædisk efterbehandling, anden specificeret"
"DZ478A";"Behov for skift af bandage/skinne (samme type som primære)"
"DZ478B";"Behov for skift af bandage/skinne (anden type end primære)"
"DZ479";"Ortopædisk efterbehandling uden specifikation"
"DZ48";"Efterbehandling efter kirurgisk indgreb, anden"
"DZ480";"Tilsyn m forbindinger og suturer efter operation"
"DZ488";"Efterbehandling efter operation, anden specificeret"
"DZ488C";"Rekonstruktion efter tidligere tumorkirurgi"
"DZ489";"Efterbehandling efter operation, uden specifikation"
"DZ50";"Behandling m anvendelse af genoptræningsforanstaltninger"
"DZ500";"Rehabilitering efter hjertetilfælde"
"DZ501";"Rehabilitering, anden"
"DZ502";"Genoptræning efter alkoholmisbrug"
"DZ503";"Genoptræning efter medicinmisbrug"
"DZ507";"Beskæftigelsesterapi og erhvervsgenoptr, ikke klass ansted"
"DZ508";"Genoptræningsforanstaltninger, andre"
"DZ508A";"Behov for genoptræning efter fødsel"
"DZ509";"Genoptræningsforanstaltninger uden specifikation"
"DZ51";"Særlige indikationer for sundhedsfaglig indsats"
"DZ515";"Behov for palliativ indsats"
"DZ515S";"Behov for specialiseret palliativ indsats"
"DZ52";"Donor af organ eller væv"
"DZ520";"Bloddonor"
"DZ521";"Donor af hud"
"DZ522";"Donor af knogle"
"DZ523";"Donor af knoglemarv"
"DZ524";"Nyredonor"
"DZ525";"Donor af hornhinde"
"DZ528";"Donor af andet organ eller væv"
"DZ529";"Donor af organ eller væv uden specifikation"
"DZ54";"Rekonvalescens"
"DZ540";"Rekonvalescens efter operation"
"DZ541";"Rekonvalescens efter strålebehandling"
"DZ542";"Rekonvalescens efter kemoterapi"
"DZ543";"Rekonvalescens efter psykoterapi"
"DZ544";"Rekonvalescens efter behandling af knoglebrud"
"DZ547";"Rekonvalescens efter kombineret behandling"
"DZ548";"Rekonvalescens efter anden behandling"
"DZ549";"Rekonvalescens efter behandling uden specifikation"
"DZ55";"Problemer i forbindelse m undervisning og læseevne"
"DZ550";"Analfabetisme og ringe læseevne"
"DZ551";"Undervisning ikke tilgængelig eller uopnåelig"
"DZ552";"Dumpet til eksamen"
"DZ553";"Dårlig præstation i skole"
"DZ554";"Undervisningsmæssig dårlig tilpasning m lærere og klassekam"
"DZ558";"Problemer i forbindelse m undervisning og læseevne, andre"
"DZ559";"Problem i forbindelse m undervisning og læseevne u spec"
"DZ56";"Problemer i forbindelse m beskæftigelse og arbejdsløshed"
"DZ560";"Arbejdsløshed uden specifikation"
"DZ561";"Jobskift"
"DZ562";"Trussel om tab af job"
"DZ563";"Stressende arbejdsforhold"
"DZ564";"Disharmoni m chef eller kolleger"
"DZ565";"Ubehageligt arbejde"
"DZ566";"Fysisk eller mental belastning i forb m arbejde, anden"
"DZ566A";"Belastning, fysisk ved arbejde"
"DZ566B";"Belastning, mental ved arbejde"
"DZ567";"Problemer i forbindelse m ansættelse, andre og ikke spec"
"DZ57";"Erhvervsmæssig udsættelse for risikofaktorer"
"DZ570";"Erhvervsmæssig udsættelse for støj"
"DZ571";"Erhvervsmæssig udsættelse for stråling"
"DZ572";"Erhvervsmæssig udsættelse for støv"
"DZ573";"Erhvervsmæssig udsættelse for anden luftforurening"
"DZ574";"Erhvervsmæssig udsættelse for giftige midler i landbrug"
"DZ575";"Erhvervsmæssig udsættelse for giftige midler i industri"
"DZ576";"Erhvervsmæssig udsættelse for ekstreme temperaturer"
"DZ577";"Erhvervsmæssig udsættelse for vibration"
"DZ578";"Erhvervsmæssig udsættelse for andre risikofaktorer"
"DZ579";"Erhvervsmæssig udsættelse for risikofaktor u specifikation"
"DZ58";"Problemer i forbindelse m fysiske omgivelser"
"DZ580";"Udsættelse for støj"
"DZ581";"Udsættelse for luftforurening"
"DZ581A";"Udsættelse for passiv rygning"
"DZ582";"Udsættelse for vandforurening"
"DZ583";"Udsættelse for jordforurening"
"DZ584";"Udsættelse for bestråling"
"DZ585";"Udsættelse for anden forurening"
"DZ586";"Utilstrækkelig drikkevandsforsyning"
"DZ588";"Problemer i forbindelse m fysiske omgivelser, andre"
"DZ589";"Problem i forbindelse m fysiske omgivelser u specifikation"
"DZ59";"Problemer i forb m boligforhold og økonomiske forhold"
"DZ590";"Hjemløshed"
"DZ590A";"Posedame"
"DZ590B";"Vagabond"
"DZ591";"Dårlige boligforhold"
"DZ592";"Disharmoni m naboer, logerende eller husvært"
"DZ593";"Problemer i forbindelse m at bo på institution"
"DZ594";"Mangel på adækvat føde"
"DZ595";"Ekstrem fattigdom"
"DZ596";"Lav indtægt"
"DZ597";"Utilstrækkelig social sikring og velfærdsstøtte"
"DZ598";"Problemer i forb m boligforhold og økonomiske omst, andre"
"DZ599";"Problem i forbindelse m boligforhold og økon omst u spec"
"DZ60";"Problemer i forbindelse m socialt miljø"
"DZ600";"Problemer m tilpasning til forandringer i livscyklus"
"DZ601";"Atypisk forældresituation"
"DZ602";"Aleneboende"
"DZ603";"Kulturelle tilpasningsvanskeligheder"
"DZ604";"Social udelukkelse eller afvisning"
"DZ605";"Mål for formodet diskrimination eller forfølgelse"
"DZ608";"Problemer relateret til det sociale miljø, andre"
"DZ609";"Problem relateret til socialt miljø uden specifikation"
"DZ61";"Problemer pga negative oplevelser i barndommen"
"DZ610";"Problemer pga tab af elsket kontakt i barndommen"
"DZ611";"Problemer pga fjernelse fra hjemmet i barndommen"
"DZ612";"Problemer pga ændret familiemønster i barndomen"
"DZ613";"Problemer pga tab af selvagtelse i barndommen"
"DZ614";"Problemer pga seksuelt misbrug i barndommen (familie)"
"DZ615";"Problemer pga seksuelt misbrug i barndommen (fremmed)"
"DZ616";"Problemer pga fysisk misbrug i barndommen"
"DZ617";"Problemer pga skræmmende oplevelse i barndommen"
"DZ618";"Problemer pga negative oplevelser i barndommen, andre"
"DZ619";"Problemer pga negative oplevelser i barndommen u. spec."
"DZ62";"Problemer i forbindelse m opdragelse, andre"
"DZ620";"Utilstrækkeligt opsyn og kontrol fra forældres side"
"DZ621";"Forældres overbeskyttelse"
"DZ622";"Opdragelse på institution"
"DZ623";"Fjendtlighed over for barn, barn gjort til syndebuk"
"DZ624";"Følelsesmæssig forsømmelse af barn"
"DZ625";"Problemer i forb m manglende stim i opdragelse, andre"
"DZ626";"Urimeligt forældrepres og fejl i opdragelse"
"DZ628";"Problemer i forbindelse m opdragelse, andre specificerede"
"DZ629";"Problem i forbindelse m opdragelse uden specifikation"
"DZ63";"Problemer i forbindelse m primære støttegruppe, andre"
"DZ630";"Problemer m forhold til ægtefælle eller partner"
"DZ631";"Problemer m forhold til forældre og svigerforældre"
"DZ632";"Utilstrækkelig støtte fra familie"
"DZ633";"Fravær af et familiemedlem"
"DZ634";"Et familiemedlems forsvinden eller død"
"DZ635";"Opløsning af familie ved separation eller skilsmisse"
"DZ636";"Afhængigt familiemedlem, som behøver pleje i hjemmet"
"DZ637";"Belastende livsoplevelser i familie og husstand, andre"
"DZ638";"Problemer i forbindelse m primær støttegruppe, andre spec"
"DZ639";"Problem i forbindelse m primær støttegruppe u specifikation"
"DZ64";"Problemer i forbindelse m visse psykosociale forhold"
"DZ640";"Problemer i forbindelse m uønsket graviditet"
"DZ641";"Problemer i forbindelse m flerfold fødsel"
"DZ642";"Udsættelse for risiko- og skadelige indgreb, fysisk"
"DZ643";"Udsættelse for risiko- og skadelige indgreb, psykologisk"
"DZ644";"Uoverensstemmelse m rådgivere"
"DZ65";"Problemer i forbindelse m andre psykosociale forhold"
"DZ650";"Erklæret skyldig gennem retsforfølgelse u fængsling"
"DZ651";"Fængsling eller anden indespærring"
"DZ652";"Problemer i forbindelse m løsladelse fra fængsel"
"DZ653";"Problemer i forbindelse m andre retslige forhold"
"DZ654";"Offer for kriminalitet og terrorisme"
"DZ655";"Udsættelse for katastrofer m.m."
"DZ658";"Problemer i forbindelse m psykosociale forhold, andre spec"
"DZ658A";"Væsentlige psykosociale problemer"
"DZ659";"Problem i forbindelse m psykosociale forhold u specifikatio"
"DZ70";"Rådgivning om seksuel holdning, adfærd eller orientering"
"DZ700";"Rådgivning i forbindelse m seksuel holdning"
"DZ701";"Rådgivning i forb m patients seksuel adfærd el orientering"
"DZ702";"Rådgivning i forb m seksuel adfærd af tredie part"
"DZ703";"Rådgivning i forb m flere områder om seksuel orientering"
"DZ708";"Seksualrådgivning, anden"
"DZ709";"Seksualrådgivning uden specifikation"
"DZ71";"Kontakt m sundhedsvæsen m h p vejledning, ikke klass ansted"
"DZ710";"Person i konsultation på anden persons vegne"
"DZ711";"Bekymring for sygdom hos rask person"
"DZ712";"Konsultation mhp forklaring af undersøgelsesresultat"
"DZ713";"Behov for diætetisk rådgivning og kontrol"
"DZ713A";"Behov for diætetisk kontrol"
"DZ713B";"Behov for diætetisk rådgivning"
"DZ714";"Behov for rådgivning og kontrol ved alkoholmisbrug"
"DZ715";"Behov for rådgivning og kontrol ved medicinmisbrug"
"DZ716";"Behov for rådgivning og kontrol ved tobaksmisbrug"
"DZ717";"Behov for rådgivning i forbindelse m HIV virus"
"DZ718";"Behov for anden specificeret rådgivning"
"DZ718A";"Kontakt mhp. vurdering af muligheder for tumorbehandling"
"DZ718B";"Kontakt med henblik på vurdering af behandlingsmuligheder"
"DZ719";"Behov for rådgivning uden specifikation"
"DZ72";"Problemer i forbindelse m livsstil"
"DZ720";"Tobaksforbrug"
"DZ720A";"Ryger"
"DZ720B";"Passiv ryger"
"DZ720C";"Tidligere ryger"
"DZ720D";"Aldrig røget"
"DZ720E";"Daglig rygning"
"DZ721";"Alkoholforbrug"
"DZ721A";"Alkoholforbrug > 14 (K) hhv. 21 (M) genstande om ugen"
"DZ722";"Forbrug af medicin"
"DZ723";"Mangel på fysisk aktivitet"
"DZ724";"Forkerte kost- og spisevaner"
"DZ725";"Højrisiko seksuel adfærd"
"DZ726";"Hasard og væddemål"
"DZ728";"Problemer i forbindelse m livsstil, andre"
"DZ7281";"Utilstrækkelig søvnhygiejne"
"DZ729";"Problem i forbindelse m livsstil uden specifikation"
"DZ73";"Problemer i forb m vanskeligheder m at klare tilværelsen"
"DZ730";"Udbrændthed"
"DZ731";"Forstærkning af karaktertræk"
"DZ732";"Mangel på afslapning og fritid"
"DZ733";"Stress, ikke klassificeret andetsteds"
"DZ734";"Mangelfulde sociale færdigheder, ikke klass ansted"
"DZ735";"Socialrolle-konflikt, ikke klassificeret andetsteds"
"DZ736";"Begrænsning af aktiviteter på grund af invaliditet"
"DZ738";"Problemer i forbindelse m at klare tilværelsen, andre"
"DZ7381";"Adfærdsbetinget insomni hos børn"
"DZ738A";"Væsentlige eksistensielle/åndelige problemer"
"DZ738B";"Manglende selvtillid"
"DZ739";"Problem i forb m vanskelighed m at klare tilværelsen u spec"
"DZ74";"Problemer i forbindelse m afhængighed af pleje"
"DZ740";"Nedsat mobilitet"
"DZ741";"Behov for hjælp til personlig pleje"
"DZ742";"Behov for hjælp hjemme"
"DZ743";"Behov for konstant tilsyn"
"DZ748";"Problem i forbindelse m afhængighed af pleje, andet"
"DZ749";"Problem i forbindelse m afhængighed af pleje uden specifikat"
"DZ749C";"Causa socialis"
"DZ75";"Problemer i forb m behandling og anden pleje"
"DZ750";"Lægelig hjælp i hjem ikke tilgængelig"
"DZ751";"Person, som venter på indl til passende hjælp andetsteds"
"DZ752";"Ventetid på undersøgelse og behandling, anden"
"DZ753";"Ingen adgang eller tilgang til sundhedsfaciliteter"
"DZ754";"Ingen adgang eller tilgang til andre hjælpeorganisationer"
"DZ755";"Ferieafløsningspleje"
"DZ758";"Problemer i forb m lægehjælp og pleje, andre"
"DZ759";"Problem i forb m lægehjælp og pleje uden specifikation"
"DZ76";"Personer i kontakt m læge eller sygehus af andre årsager"
"DZ760";"Gentagen udlevering af recept"
"DZ761";"Helbredstilsyn og pleje af hittebarn"
"DZ762";"Helbredstilsyn og pleje af andet sundt barn"
"DZ763";"Rask ledsager"
"DZ763B";"Rask nyfødt"
"DZ764";"Beboer i en af sundhedsvæsenets institutioner, anden"
"DZ765";"Simulant (bevidst simulant)"
"DZ766";"Patienten gået (kontakten afbrudt)"
"DZ766A";"Patienten gået på trods af givet råd (kontakten afbrudt)"
"DZ768";"Kontakt m sundhedsvæsen p g a andre spec omstænd"
"DZ768A";"Barns ophold på sygehus/institution i forb. m. adoption"
"DZ768B";"Udlevering af journaloplysninger"
"DZ768C";"Barn/ung indlagt begrundet i sociale forhold"
"DZ768D";"Rask forsøgsperson"
"DZ768Z";"Ingen sygdom"
"DZ769";"Person i kontakt m sundhedsvæsen af årsag uden specifikation"
"DZ80";"Familieanamnese m ondartet svulst"
"DZ800";"Familieanamnese m ondartet svulst i fordøjelsesorganer"
"DZ801";"Familieanamnese m ondartet svulst i bronkier eller lunger"
"DZ802";"Familieanamnese m ondartet svulst i andet intratorakalt org"
"DZ803";"Familieanamnese m ondartet svulst i bryst"
"DZ804";"Familieanamnese m ondartet svulst i kønsorganer"
"DZ805";"Familieanamnese m ondartet svulst i urinveje"
"DZ806";"Familieanamnese m leukæmi"
"DZ807";"Familieanam m andre ondartet svulst i lymf og bloddan væv"
"DZ808";"Familieanamnese m ondartet svulst i andre org eller syst"
