kóði;enskt heiti;;staða
Y62.3;Failure of sterile precautions during injection or immunization;;1
Y62.4;Failure of sterile precautions during endoscopic examination;;1
Y62.5;Failure of sterile precautions during heart catheterization;;1
Y62.6;Failure of sterile precautions during aspiration, puncture and other catheterization;;1
Y62.8;Failure of sterile precautions during other surgical and medical care;;1
Y62.9;Failure of sterile precautions during unspecified surgical and medical care;;1
Y63.0;Excessive amount of blood or other fluid given during transfusion or infusion;;1
Y63.1;Incorrect dilution of fluid used during infusion;;1
Y63.2;Overdose of radiation given during therapy;;1
Y63.3;Inadvertent exposure of patient to radiation during medical care;;1
Y63.4;Failure in dosage in electroshock or insulin-shock therapy;;1
Y63.5;Inappropriate temperature in local application and packing;;1
Y63.6;Nonadministration of necessary drug, medicament or biological substance;;1
Y63.8;Failure in dosage during other surgical and medical care;;1
Y63.9;Failure in dosage during unspecified surgical and medical care;;1
Y64.0;Contaminated medical or biological substance, transfused or infused;;1
Y64.1;Contaminated medical or biological substance, injected or used for immunization;;1
Y64.8;Complication of medical care with contaminated medical or biological substance administered by other means;;1
Y64.9;Contaminated medical or biological substance administered by unspecified means;;1
Y65.0;Mismatched blood used in transfusion;;1
Y65.1;Wrong fluid used in infusion;;1
Y65.2;Failure in suture or ligature during surgical operation;;1
Y65.3;Endotracheal tube wrongly placed during anaesthetic procedure;;1
Y65.4;Failure to introduce or to remove other tube or instrument;;1
Y65.5;Performance of inappropriate operation;;1
Y65.8;Other specified misadventures during surgical and medical care;;1
Y66;Nonadministration of surgical and medical care;;1
Y69;Unspecified misadventure during surgical and medical care;;1
Y70.0;Anaesthesiology devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y70.1;Anaesthesiology devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative device;;1
Y70.2;Anaesthesiology devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y70.3;Anaesthesiology devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
Y70.8;Anaesthesiology devices associated with adverse incidents, miscellaneous devices, not elsewhere classified;;1
Y71.0;Cardiovascular devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y71.1;Cardiovascular devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices;;1
Y71.2;Cardiovascular devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y71.3;Cardiovascular devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
Y71.8;Cardiovascular devices associated with adverse incidents, miscellaneous devices, not elsewhere classified;;1
Y72.0;Otorhinolaryngological devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y72.1;Otorhinolaryngological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices;;1
Y72.2;Otorhinolaryngological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y72.3;Otorhinolaryngological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
Y72.8;Otorhinolaryngological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified;;1
Y73.0;Gastroenterology and urology devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y73.1;Gastroenterology and urology devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices;;1
Y73.2;Gastroenterology and urology devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y73.3;Gastroenterology and urology devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
Y73.8;Gastroenterology and urology devices associated with adverse incidents, miscellaneous devices, not elsewhere classified;;1
Y74.0;General hospital and personal-use devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y74.1;General hospital and personal-use devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices;;1
Y74.2;General hospital and personal-use devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y74.3;General hospital and personal-use devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
Y74.8;General hospital and personal-use devices associated with adverse incidents, miscellaneous devices, not elsewhere classified;;1
Y75.0;Neurological devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y75.1;Neurological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices;;1
Y75.2;Neurological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y75.3;Neurological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
Y75.8;Neurological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified;;1
Y76.0;Obstetric and gynaecological devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y76.1;Obstetric and gynaecological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices;;1
Y76.2;Obstetric and gynaecological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y76.3;Obstetric and gynaecological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
Y76.8;Obstetric and gynaecological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified;;1
Y77.0;Ophthalmic devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y77.1;Ophthalmic devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices;;1
Y77.2;Ophthalmic devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y77.3;Ophthalmic devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
Y77.8;Ophthalmic devices associated with adverse incidents, miscellaneous devices, not elsewhere classified;;1
Y78.0;Radiological devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y78.1;Radiological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices;;1
Y78.2;Radiological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y78.3;Radiological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
Y78.8;Radiological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified;;1
Y79.0;Orthopaedic devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y79.1;Orthopaedic devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices;;1
Y79.2;Orthopaedic devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y79.3;Orthopaedic devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
Y79.8;Orthopaedic devices associated with adverse incidents, miscellaneous devices, not elsewhere classified;;1
Y80.0;Physical medicine devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y80.1;Physical medicine devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices;;1
Y80.2;Physical medicine devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y80.3;Physical medicine devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
Y80.8;Physical medicine devices associated with adverse incidents, miscellaneous devices, not elsewhere classified;;1
Y81.0;General- and plastic-surgery devices associated with adverse incidents, diagnostic and monitoring devices;;1
Y81.1;General- and plastic-surgery devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices;;1
Y81.2;General- and plastic-surgery devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;;1
Y81.3;General- and plastic-surgery devices associated with adverse incidents, surgical instruments, materials and devices (including sutures);;1
